amfi_code,date,nav,daily_return,excess_return,rolling_sharpe
100016,2022-01-04,515.0971,-0.010305675278522441,-0.010563611786458949,
100016,2022-01-05,521.7239,0.012865147173222402,0.012607210665285895,
100016,2022-01-06,515.788,-0.011377473794089044,-0.011635410302025551,
100016,2022-01-07,515.1639,-0.001209993253041941,-0.001467929760978449,
100016,2022-01-10,510.7136,-0.008638609964712218,-0.008896546472648726,
100016,2022-01-11,513.5542,0.005562021453902943,0.005304084945966435,
100016,2022-01-12,512.3195,-0.00240422529890727,-0.0026621618068437777,
100016,2022-01-13,510.2445,-0.00405020695093572,-0.004308143458872228,
100016,2022-01-14,514.3636,0.00807279647306336,0.007814859965126852,
100016,2022-01-17,514.7627,0.0007759102704778531,0.0005179737625413451,
100016,2022-01-18,517.3803,0.005085061524465528,0.00482712501652902,
100016,2022-01-19,513.1866,-0.008105642986406814,-0.008363579494343321,
100016,2022-01-20,507.1294,-0.011803114110929713,-0.01206105061886622,
100016,2022-01-21,507.871,0.0014623486628857485,0.0012044121549492405,
100016,2022-01-24,506.7062,-0.0022934957892849495,-0.0025514322972214573,
100016,2022-01-25,509.7762,0.006058737785328061,0.005800801277391553,
100016,2022-01-26,509.68,-0.00018871026148337133,-0.0004466467694198793,
100016,2022-01-27,510.8661,0.002327146444828232,0.002069209936891724,
100016,2022-01-28,503.8641,-0.013706135521617147,-0.013964072029553654,
100016,2022-01-31,512.5903,0.01731855871454213,0.017060622206605622,
100016,2022-02-01,512.1124,-0.0009323235340191749,-0.001190260041955683,
100016,2022-02-02,515.5386,0.006690328138900803,0.006432391630964295,
100016,2022-02-03,512.0153,-0.0068342118320527945,-0.007092148339989303,
100016,2022-02-04,513.6729,0.0032374032572854983,0.0029794667493489905,
100016,2022-02-07,508.0666,-0.010914144000978121,-0.011172080508914628,
100016,2022-02-08,510.3595,0.004512991013382983,0.004255054505446475,
100016,2022-02-09,509.0223,-0.0026201138609157626,-0.0028780503688522704,
100016,2022-02-10,509.4161,0.0007736399760875923,0.0005157034681510843,
100016,2022-02-11,512.826,0.006693742109839196,0.006435805601902688,
100016,2022-02-14,507.5435,-0.010300764781816851,-0.010558701289753359,
100016,2022-02-15,504.7492,-0.005505537948964023,-0.0057634744569005315,
100016,2022-02-16,507.0506,0.004559492120046915,0.004301555612110407,
100016,2022-02-17,516.7872,0.019202422795673746,0.018944486287737237,
100016,2022-02-18,516.4246,-0.0007016427651457269,-0.0009595792730822349,
100016,2022-02-21,519.3918,0.005745659676165582,0.005487723168229074,
100016,2022-02-22,519.1698,-0.0004274229974365884,-0.0006853595053730964,
100016,2022-02-23,528.4118,0.017801497698826108,0.0175435611908896,
100016,2022-02-24,520.6004,-0.014782788726519613,-0.01504072523445612,
100016,2022-02-25,521.3038,0.001351132269587163,0.001093195761650655,
100016,2022-02-28,514.1489,-0.013725010253138326,-0.013982946761074833,
100016,2022-03-01,503.1674,-0.021358598647201354,-0.021616535155137864,
100016,2022-03-02,504.7495,0.003144281604889443,0.002886345096952935,
100016,2022-03-03,505.6316,0.001747599551856771,0.001489663043920263,
100016,2022-03-04,504.6233,-0.0019941396067809647,-0.0022520761147174725,
100016,2022-03-07,504.411,-0.0004207098641698659,-0.0006786463721063739,
100016,2022-03-08,518.6513,0.028231541342278454,0.027973604834341945,
100016,2022-03-09,517.7387,-0.0017595636991558639,-0.0020175002070923717,
100016,2022-03-10,520.3416,0.005027439517270027,0.004769503009333519,
100016,2022-03-11,517.6372,-0.0051973549683514975,-0.005455291476288006,
100016,2022-03-14,519.2545,0.003124389050864096,0.002866452542927588,
100016,2022-03-15,518.432,-0.0015840016793305933,-0.0018419381872671013,
100016,2022-03-16,516.825,-0.0030997314980556467,-0.0033576680059921545,
100016,2022-03-17,525.4534,0.016695012818652266,0.016437076310715757,
100016,2022-03-18,531.2109,0.010957203816742034,0.010699267308805526,
100016,2022-03-21,532.1264,0.0017234209614296336,0.0014654844534931256,
100016,2022-03-22,521.6911,-0.019610566211336278,-0.019868502719272787,
100016,2022-03-23,520.3011,-0.002664411947989831,-0.0029223484559263387,
100016,2022-03-24,533.1283,0.024653417031022862,0.024395480523086353,
100016,2022-03-25,532.3194,-0.0015172707957915588,-0.0017752073037280668,
100016,2022-03-28,537.8012,0.010297952695317969,0.010040016187381462,
100016,2022-03-29,544.965,0.013320535543617229,0.013062599035680722,
100016,2022-03-30,546.3002,0.002450065600543061,0.002192129092606553,
100016,2022-03-31,542.5392,-0.006884493177926609,-0.007142429685863118,
100016,2022-04-01,531.285,-0.020743570234187825,-0.021001506742124334,
100016,2022-04-04,534.7762,0.006571237659636742,0.0063133011517002334,
100016,2022-04-05,531.2213,-0.006647453645094892,-0.0069053901530314,
100016,2022-04-06,532.3217,0.002071453083676955,0.0018135165757404471,
100016,2022-04-07,526.7582,-0.010451386821164643,-0.01070932332910115,
100016,2022-04-08,525.7986,-0.0018217087080941718,-0.0020796452160306796,
100016,2022-04-11,526.2264,0.0008136195113490619,0.0005556830034125538,
100016,2022-04-12,527.7466,0.0028888706457903535,0.0026309341378538457,
100016,2022-04-13,522.8529,-0.009272821463937375,-0.009530757971873883,
100016,2022-04-14,528.6739,0.011133150452067975,0.010875213944131467,
100016,2022-04-15,526.1696,-0.004736946537364672,-0.004994883045301181,
100016,2022-04-18,518.7241,-0.014150380409662433,-0.01440831691759894,
100016,2022-04-19,518.493,-0.0004455162195085016,-0.0007034527274450096,
100016,2022-04-20,518.9178,0.000819297463996671,0.000561360956060163,
100016,2022-04-21,519.9214,0.0019340250035746465,0.0016760884956381384,
100016,2022-04-22,526.4763,0.012607482592561281,0.012349546084624774,
100016,2022-04-25,525.6507,-0.001568161757708797,-0.001826098265645305,
100016,2022-04-26,525.3674,-0.0005389510562814337,-0.0007968875642179417,
100016,2022-04-27,520.5493,-0.009170915439366767,-0.009428851947303274,
100016,2022-04-28,524.6005,0.007782548165947034,0.007524611658010526,
100016,2022-04-29,525.7251,0.002143726511888655,0.001885790003952147,
100016,2022-05-02,524.0515,-0.0031834127759925446,-0.0034413492839290524,
100016,2022-05-03,515.5881,-0.016149939462056673,-0.016407875969993182,
100016,2022-05-04,522.4674,0.013342627574220556,0.013084691066284048,
100016,2022-05-05,517.1078,-0.01025824769162631,-0.010516184199562817,
100016,2022-05-06,514.6837,-0.004687803974335658,-0.004945740482272166,
100016,2022-05-09,516.5793,0.0036830387284461086,0.0034251022205096008,-0.4963033574513902
100016,2022-05-10,511.4204,-0.009986656453326748,-0.010244592961263255,-0.4905707750243628
100016,2022-05-11,504.9889,-0.012575759590348734,-0.012833696098285241,-0.9646522387090274
100016,2022-05-12,495.8735,-0.018050693787526884,-0.018308630295463393,-1.0760464256892817
100016,2022-05-13,499.2941,0.006898130269111125,0.006640193761174616,-0.9239754117684091
100016,2022-05-16,497.1556,-0.004283046805479973,-0.004540983313416481,-0.8468787110343516
100016,2022-05-17,510.4206,0.02668178735188742,0.02642385084395091,-0.44021168865591015
100016,2022-05-18,506.2251,-0.008219691760089631,-0.008477628268026139,-0.5411140664270925
100016,2022-05-19,502.3871,-0.007581607470668716,-0.007839543978605224,-0.6019452603587321
100016,2022-05-20,500.1462,-0.004460504658658548,-0.004718441166595057,-0.8244721190023598
100016,2022-05-23,501.4785,0.0026638210987106614,0.0024058845907741536,-0.7908768764192429
100016,2022-05-24,499.6609,-0.0036244824055268188,-0.0038824189134633266,-0.9452172629587412
100016,2022-05-25,502.6257,0.005933624183921404,0.005675687675984896,-0.6986103519178581
100016,2022-05-26,498.5637,-0.008081560493225948,-0.008339497001162455,-0.6355215428718605
100016,2022-05-27,492.78,-0.011600724240453109,-0.011858660748389616,-0.860903864286412
100016,2022-05-30,485.277,-0.01522586143918181,-0.015483797947118317,-1.0755165687308215
100016,2022-05-31,476.0989,-0.018913115602016917,-0.019171052109953426,-1.4862086607390401
100016,2022-06-01,474.1732,-0.004044747845458163,-0.004302684353394671,-1.5513388711884009
100016,2022-06-02,473.1602,-0.002136350177530111,-0.0023942866854666186,-1.6283717940300884
100016,2022-06-03,470.7754,-0.005040153419497262,-0.00529808992743377,-1.4918881951603946
100016,2022-06-06,476.2119,0.011547969583797224,0.011290033075860717,-1.6066352060924798
100016,2022-06-07,481.6458,0.011410676633658134,0.011152740125721627,-1.3806121192093381
100016,2022-06-08,480.4735,-0.002433946273381782,-0.0026918827813182896,-1.5425399721833608
100016,2022-06-09,473.1759,-0.015188350658256855,-0.015446287166193362,-1.6718656897901674
100016,2022-06-10,471.0598,-0.004472121255541528,-0.004730057763478036,-1.8045972664146135
100016,2022-06-13,468.8163,-0.004762664952517648,-0.005020601460454156,-1.7067664781709675
100016,2022-06-14,466.3477,-0.005265601899933969,-0.0055235384078704776,-1.8764817646574679
100016,2022-06-15,463.7261,-0.005621556619663792,-0.0058794931276003005,-1.9263268105583853
100016,2022-06-16,461.2993,-0.0052332616171484325,-0.005491198125084941,-2.0283167244859723
100016,2022-06-17,459.9666,-0.0028890137054186082,-0.003146950213355116,-2.2002267345895277
100016,2022-06-20,457.6317,-0.005076238144247847,-0.005334174652184355,-2.1177775221813433
100016,2022-06-21,458.7099,0.002356043080057546,0.0020981065721210382,-1.9822823717934583
100016,2022-06-22,460.4075,0.003700813956707849,0.0034428774487713413,-1.9981452680830623
100016,2022-06-23,456.9604,-0.0074870630908489,-0.007744999598785408,-2.5134173374148165
100016,2022-06-24,462.3501,0.011794676300178386,0.011536739792241879,-2.2700953458982487
100016,2022-06-27,458.6076,-0.008094515389960977,-0.008352451897897484,-2.513449599872334
100016,2022-06-28,452.344,-0.013657863498119038,-0.013915800006055546,-2.7232804131774007
100016,2022-06-29,454.0998,0.0038815591673593275,0.0036236226594228197,-3.0234741323239636
100016,2022-06-30,451.0707,-0.006670560083928745,-0.006928496591865253,-2.9040405443354307
100016,2022-07-01,452.584,0.0033549064481466218,0.003096969940210114,-2.86557059337137
100016,2022-07-04,443.3196,-0.020470012196630916,-0.020727948704567425,-2.950715369745294
100016,2022-07-05,449.0289,0.01287851924435568,0.012620582736419172,-2.371510150098015
100016,2022-07-06,451.9322,0.006465730824897875,0.006207794316961367,-2.30682921872137
100016,2022-07-07,446.2213,-0.012636630007775596,-0.012894566515712103,-2.5458404672016695
100016,2022-07-08,440.6669,-0.012447635287692438,-0.012705571795628945,-2.7123658752819373
100016,2022-07-11,447.4448,0.01538100547147958,0.015123068963543073,-2.397187963177389
100016,2022-07-12,444.7739,-0.0059692279360492595,-0.006227164443985768,-3.1399771468601014
100016,2022-07-13,441.7416,-0.006817621267794727,-0.007075557775731235,-3.2269381862967603
100016,2022-07-14,433.2246,-0.019280502447584724,-0.019538438955521233,-3.613713219151813
100016,2022-07-15,432.1093,-0.00257441521095525,-0.0028323517188917576,-3.5688484116063464
100016,2022-07-18,431.4649,-0.0014912893566512153,-0.0017492258645877233,-3.6569698582583894
100016,2022-07-19,434.4201,0.006849224583506119,0.006591288075569611,-3.4900731641850604
100016,2022-07-20,429.3142,-0.011753369606977149,-0.012011306114913656,-3.624885645853459
100016,2022-07-21,423.8151,-0.012809033570285067,-0.013066970078221574,-4.207364262589148
100016,2022-07-22,425.7236,0.004503142997972498,0.00424520649003599,-4.356982653863267
100016,2022-07-25,429.7419,0.009438753219224827,0.00918081671128832,-4.186560670535373
100016,2022-07-26,424.047,-0.013251907714839861,-0.013509844222776369,-4.115620026853028
100016,2022-07-27,428.3319,0.010104776121514725,0.009846839613578217,-3.848541488860651
100016,2022-07-28,428.6948,0.0008472401892083425,0.0005893036812718345,-4.469914892572192
100016,2022-07-29,433.0659,0.010196298158970052,0.009938361651033545,-4.2071859646470955
100016,2022-08-01,433.0211,-0.00010344845899901145,-0.0003613849669355194,-4.4446487010743345
100016,2022-08-02,423.7137,-0.021494102712315777,-0.021752039220252286,-5.066430477076393
100016,2022-08-03,423.3646,-0.0008239053870573443,-0.0010818418949938523,-5.135361817126742
100016,2022-08-04,427.5619,0.009914149647844761,0.009656213139908254,-4.777657484751543
100016,2022-08-05,424.424,-0.0073390542983367,-0.0075969908062732084,-4.618346827600867
100016,2022-08-08,423.1925,-0.0029015795525229038,-0.0031595160604594116,-4.823690115724072
100016,2022-08-09,422.7537,-0.001036880379496341,-0.001294816887432849,-4.721352968211715
100016,2022-08-10,412.293,-0.024744195024194893,-0.025002131532131402,-5.079543886960109
100016,2022-08-11,418.6311,0.015372805262277023,0.015114868754340515,-4.528006244442544
100016,2022-08-12,415.5307,-0.0074060431726166165,-0.007663979680553125,-4.6233272391827684
100016,2022-08-15,417.6036,0.004988560412022336,0.004730623904085828,-4.5350523319499185
100016,2022-08-16,417.4997,-0.00024880053716003214,-0.0005067370450965402,-4.598613963846824
100016,2022-08-17,422.3739,0.011674738927956119,0.011416802420019611,-4.18010371210245
100016,2022-08-18,424.1079,0.004105367306076468,0.0038474307981399606,-4.342499576176582
100016,2022-08-19,423.4485,-0.0015547930137588262,-0.0018127295216953342,-4.285953876192747
100016,2022-08-22,420.3416,-0.007337137810146888,-0.007595074318083396,-4.190933253211639
100016,2022-08-23,423.5281,0.007580739094108058,0.0073228025861715495,-4.0215286600963065
100016,2022-08-24,416.803,-0.015878757513373976,-0.016136694021310485,-4.280736473779424
100016,2022-08-25,419.4003,0.006231481059397304,0.005973544551460795,-4.189821323444652
100016,2022-08-26,415.5691,-0.009134948162888845,-0.009392884670825353,-4.629294984087008
100016,2022-08-29,420.401,0.011627187873208156,0.011369251365271648,-4.339029033105902
100016,2022-08-30,421.2166,0.0019400524737096525,0.0016821159657731445,-4.290742486044782
100016,2022-08-31,423.8348,0.006215804410367287,0.005957867902430779,-4.009160526319544
100016,2022-09-01,424.3603,0.001239869873828292,0.000981933365891784,-4.147471284856721
100016,2022-09-02,418.068,-0.014827730115187565,-0.015085666623124072,-4.418183141482131
100016,2022-09-05,415.1206,-0.007050049274280656,-0.007307985782217165,-4.4819755714344085
100016,2022-09-06,417.805,0.006466554538608671,0.006208618030672163,-4.104978862254254
100016,2022-09-07,418.6355,0.001987769413960949,0.0017298329060244412,-4.366600305600619
100016,2022-09-08,423.2368,0.01099118445521241,0.010733247947275903,-3.953907109489774
100016,2022-09-09,424.9639,0.004080694306355159,0.0038227577984186515,-3.788515241522705
100016,2022-09-12,421.5737,-0.007977618804797415,-0.008235555312733922,-3.9985719443764873
100016,2022-09-13,418.8403,-0.006483801053054239,-0.006741737560990747,-3.9452722745105855
100016,2022-09-14,419.437,0.0014246480102320103,0.0011667115022955022,-3.713816973257304
100016,2022-09-15,411.1759,-0.019695687314185473,-0.019953623822121982,-3.7313930408088094
100016,2022-09-16,417.5046,0.015391709484918747,0.01513377297698224,-3.5312905340811924
100016,2022-09-19,419.3505,0.004421268651890298,0.0041633321439537895,-3.369114918961771
100016,2022-09-20,424.1319,0.011401917965997432,0.011143981458060925,-3.7835897179261133
100016,2022-09-21,418.4765,-0.013334059522521091,-0.013591996030457599,-3.8570475709331253
100016,2022-09-22,423.3133,0.011558116166618726,0.011300179658682219,-3.4722612125829473
100016,2022-09-23,431.9494,0.02040120166316539,0.020143265155228882,-2.9343491995924564
100016,2022-09-26,427.1671,-0.011071435682049824,-0.011329372189986331,-3.1656061562395843
100016,2022-09-27,430.305,0.007345837261343302,0.007087900753406794,-2.958702869929378
100016,2022-09-28,430.5313,0.0005259060433877583,0.0002679695354512503,-3.062954530272017
100016,2022-09-29,424.9261,-0.013019262478709326,-0.013277198986645833,-3.1347512745638912
100016,2022-09-30,426.9974,0.004874494647422178,0.00461655813948567,-2.854336781591745
100016,2022-10-03,430.3701,0.007898642942556489,0.00764070643461998,-2.461112875560718
100016,2022-10-04,428.3154,-0.00477426289605154,-0.005032199403988048,-2.249150891171424
100016,2022-10-05,432.9656,0.010856952610155846,0.010599016102219338,-1.9650177191252474
100016,2022-10-06,426.8679,-0.014083566916170631,-0.014341503424107139,-2.1578848156877144
100016,2022-10-07,421.495,-0.012586797929757698,-0.012844734437694206,-2.2767660563747043
100016,2022-10-10,422.2208,0.0017219658596188125,0.0014640293516823045,-2.471361465446856
100016,2022-10-11,422.5333,0.0007401340720305516,0.00048219756409404363,-2.6853434427580285
100016,2022-10-12,420.0881,-0.005786999509861168,-0.006044936017797676,-2.7426060481206673
100016,2022-10-13,423.3166,0.007685292680273514,0.007427356172337006,-2.348053918275156
100016,2022-10-14,425.5227,0.0052114658390434165,0.004953529331106908,-2.1697403129451325
100016,2022-10-17,428.9765,0.008116605765097873,0.007858669257161366,-1.9301114544831517
100016,2022-10-18,428.7321,-0.0005697281785831398,-0.0008276646865196479,-1.847946296848227
100016,2022-10-19,431.2389,0.005847007956716999,0.00558907144878049,-1.6400710435932369
100016,2022-10-20,429.769,-0.0034085515012676204,-0.003666488009204128,-1.6085803270913246
100016,2022-10-21,437.8501,0.018803357152330724,0.018545420644394215,-1.1939131537995638
100016,2022-10-24,434.9481,-0.006627839070951436,-0.006885775578887944,-1.2200369319458448
100016,2022-10-25,443.3278,0.01926597679125397,0.01900804028331746,-0.9044202678866079
100016,2022-10-26,443.6931,0.0008239952468580558,0.0005660587389215478,-0.9546291516991368
100016,2022-10-27,438.5694,-0.01154784692392119,-0.011805783431857697,-1.0204421237621197
100016,2022-10-28,444.122,0.012660710026737076,0.012402773518800569,-1.0044401669824656
100016,2022-10-31,444.8448,0.0016274807372749223,0.0013695442293384142,-0.8405662550285796
